created,text,retwc,hashtag,followers,friends
2017-12-06 10:11:05,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,158,317
2017-12-06 10:10:58,"b'RT @TathagatINC: Modi ji spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi\xe2\x80\xa6'",12,None,2,32
2017-12-06 10:10:34,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,108,180
2017-12-06 10:09:48,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,1400,1563
2017-12-06 10:09:44,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,1035,451
2017-12-06 10:09:43,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,61,330
2017-12-06 10:09:31,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,3606,105
2017-12-06 10:09:08,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,2335,284
2017-12-06 10:09:06,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,212,2031
2017-12-06 10:08:50,"b'RT @IdeaofEmergency: @PiyushGoyal @PiyushGoyalOffc @suchetadalal @anujg Odd days: Retweet ""comedy"" propaganda which badmouths Aadhar, GST,\xe2\x80\xa6'",11,None,568,456
2017-12-06 10:08:42,b'RT @DrSaniaMaan: Deen Dayal Upadhyay Ittefaq Yojna:\n\n1) All malfunctioned EVMs voting for BJP.\n\n2) ED raided Mahesh Shah just before he was\xe2\x80\xa6',334,None,13,103
2017-12-06 10:08:07,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,86,220
2017-12-06 10:07:33,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,74,223
2017-12-06 10:07:09,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,38,1084
2017-12-06 10:07:00,b'RT @iScrew: 20. ignored their difficulties after demonetisation and GST. Rajkot Market Yard has long been lobbying with Rupani government f\xe2\x80\xa6',26,None,605,415
2017-12-06 10:06:50,"b'RT @stanlyjacob: @ndtv Respected PM please speak about GST, Demonetisation, Gujarat Model, Vikas. Thanks'",2,None,7,58
2017-12-06 10:06:40,b'RT @iScrew: 20. ignored their difficulties after demonetisation and GST. Rajkot Market Yard has long been lobbying with Rupani government f\xe2\x80\xa6',26,None,329,750
2017-12-06 10:05:44,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,1837,1649
2017-12-06 10:04:57,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,196,457
2017-12-06 10:04:54,b'RT @ashokgehlot51: The sloppy implementation of #GST and #DeMonetisation has dealt a twin blow to the already suffering job market in #Guja\xe2\x80\xa6',221,GST,411,426
2017-12-06 10:03:04,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,3690,3723
2017-12-06 10:02:34,"b'RT @KapilSibalteam: People of Gujarat are intelligent and they understand that despite sending their own man as the PM of India, all he did\xe2\x80\xa6'",13,None,16,147
2017-12-06 10:02:18,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,80,729
2017-12-06 10:02:10,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,8106,309
2017-12-06 10:01:53,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,342,1069
2017-12-06 10:01:20,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,156,419
2017-12-06 10:01:06,b'RT @thewire_in: Why the current rate of economic growth is a flawed indicator of ground realities https://t.co/HsqEsw9Icv https://t.co/IUde\xe2\x80\xa6',17,None,109,111
2017-12-06 10:00:51,"b'RT @TathagatINC: Modi ji spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi\xe2\x80\xa6'",12,None,2,33
2017-12-06 10:00:50,"b""RT @tjoseph0010: For those offended by that tweet, and thought it flippant, here's a more detailed, three-part treatment of the War on Cash\xe2\x80\xa6""",17,None,4367,392
2017-12-06 10:00:40,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,141,218
2017-12-06 09:59:47,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,309,113
2017-12-06 09:59:41,b'RT @iScrew: 20. ignored their difficulties after demonetisation and GST. Rajkot Market Yard has long been lobbying with Rupani government f\xe2\x80\xa6',26,None,521,402
2017-12-06 09:59:17,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,1303,692
2017-12-06 09:59:17,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,1965,423
2017-12-06 09:58:31,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,12497,1158
2017-12-06 09:58:20,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,517,737
2017-12-06 09:56:32,b'RT @iScrew: 20. ignored their difficulties after demonetisation and GST. Rajkot Market Yard has long been lobbying with Rupani government f\xe2\x80\xa6',26,None,1067,639
2017-12-06 09:56:27,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,307,1175
2017-12-06 09:56:15,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,368,102
2017-12-06 09:56:12,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,292,133
2017-12-06 09:56:11,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,73,21
2017-12-06 09:55:34,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,380,171
2017-12-06 09:55:32,"b'RT @nounderscore: @muglikar_ Hehe talk to these textile trader guys and venom starts to drip from their tongues about Modi, demonetisation,\xe2\x80\xa6'",1,None,630,554
2017-12-06 09:55:26,"b'RT @kukk44: \xe2\x80\x9cHe, Modi spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi \n\n#\xe2\x80\xa6'",59,None,522,275
2017-12-06 09:55:00,"b'RT @CAbaiju: @JhaSanjay @narendramodi @OfficeOfRG All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\xe2\x80\xa6'",2,None,0,64
2017-12-06 09:54:44,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,61,212
2017-12-06 09:54:21,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,566,77
2017-12-06 09:53:51,"b'RT @CAbaiju: @JhaSanjay @narendramodi @OfficeOfRG All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\xe2\x80\xa6'",2,None,380,171
2017-12-06 09:53:44,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,244,367
2017-12-06 09:53:13,b'RT @INCIndia: #RafaleDeal has turned out to be a bigger scam than demonetisation. We break down the hard facts and reiterate the unanswered\xe2\x80\xa6',1567,RafaleDeal,2,23
2017-12-06 09:53:12,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,136,398
2017-12-06 09:52:28,"b'RT @kukk44: \xe2\x80\x9cHe, Modi spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi \n\n#\xe2\x80\xa6'",59,None,41158,9571
2017-12-06 09:52:24,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,186,412
2017-12-06 09:52:13,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",212,None,41,162
2017-12-06 09:52:09,b'RT @rkbnow: As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nightmarish Law\xe2\x80\xa6',29,None,429,1297
2017-12-06 09:51:34,"b""RT @sanjivbhatt: Not a word on his 'Masterstrokes' of Demonetisation and GST at the Gujarat Election Rallies!\n\nNot a word on the fabled 'Gu\xe2\x80\xa6""",197,None,294,99
2017-12-06 09:51:25,b'RT @rkbnow: As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nightmarish Law\xe2\x80\xa6',29,None,108,94
2017-12-06 09:51:14,"b'RT @KapilSibalteam: People of Gujarat are intelligent and they understand that despite sending their own man as the PM of India, all he did\xe2\x80\xa6'",13,None,50,158
2017-12-06 09:51:11,b'RT @iScrew: 20. ignored their difficulties after demonetisation and GST. Rajkot Market Yard has long been lobbying with Rupani government f\xe2\x80\xa6',26,None,2159,2362
2017-12-06 09:50:38,b'Bail out to corporates on one side slowly and steadily and on other side bail-in proposal to attack those ordinary\xe2\x80\xa6 https://t.co/XK5XARN9wL',0,None,329,750
2017-12-06 09:50:35,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,20759,815
2017-12-06 09:50:20,b'RT @Haaris95: @HardikPatel_ When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\xe2\x80\xa6',5,None,554,183
2017-12-06 09:50:11,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,174,415
2017-12-06 09:49:39,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,132,1349
2017-12-06 09:49:38,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,5332,308
2017-12-06 09:49:26,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,192,453
2017-12-06 09:49:26,b'RT @rkbnow: As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nightmarish Law\xe2\x80\xa6',29,None,4402,2297
2017-12-06 09:49:24,"b""RT @sanjivbhatt: Not a word on his 'Masterstrokes' of Demonetisation and GST at the Gujarat Election Rallies!\n\nNot a word on the fabled 'Gu\xe2\x80\xa6""",197,None,27,127
2017-12-06 09:49:22,b'RT @rkbnow: As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nightmarish Law\xe2\x80\xa6',29,None,412,746
2017-12-06 09:49:19,b'RT @rkbnow: As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nightmarish Law\xe2\x80\xa6',29,None,613,939
2017-12-06 09:49:04,b'RT @iScrew: 20. ignored their difficulties after demonetisation and GST. Rajkot Market Yard has long been lobbying with Rupani government f\xe2\x80\xa6',26,None,2151,2274
2017-12-06 09:48:59,b'Demonetisation for every five years.',0,None,18,176
2017-12-06 09:48:50,b'@thekiranbedi You should notice that there is not even one cheap and mean comment. \n\nBut death has been wished by B\xe2\x80\xa6 https://t.co/XzYiFAjs7J',0,None,380,377
2017-12-06 09:48:46,"b'@JhaSanjay @narendramodi @OfficeOfRG All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than an\xe2\x80\xa6 https://t.co/RdaQDigZk3'",2,None,20,111
2017-12-06 09:48:04,"b'If the RBI really means what it is saying,  Liquidity ratio might have improved but it is the repo rate that shud g\xe2\x80\xa6 https://t.co/GsPVlaAPal'",0,None,352,49
2017-12-06 09:47:49,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,88,411
2017-12-06 09:47:19,b'As if demonetisation was not enough!\nNow we could LOSE all our hard earned money deposited in banks. \nThis new Nigh\xe2\x80\xa6 https://t.co/BUWxEBafH5',29,None,3862,408
2017-12-06 09:47:19,"b'@rahulkanwal @KumarVikrantS All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is\xe2\x80\xa6 https://t.co/DS7HAxABue'",0,None,20,111
2017-12-06 09:46:55,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,2151,2274
2017-12-06 09:46:32,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,138,486
2017-12-06 09:46:18,b'RT @iScrew: 20. ignored their difficulties after demonetisation and GST. Rajkot Market Yard has long been lobbying with Rupani government f\xe2\x80\xa6',26,None,2041,2329
2017-12-06 09:46:13,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,70,260
2017-12-06 09:46:09,"b'@manakgupta @RakeshSinha01 All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is\xe2\x80\xa6 https://t.co/7kKS5mEWOs'",0,None,20,111
2017-12-06 09:46:06,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,283,329
2017-12-06 09:46:01,b'RT @JhaSanjay: The latest #GDP figures confirm our worst apprehensions; the structural damage caused by demonetisation and the pathetic exe\xe2\x80\xa6',82,GDP,2,23
2017-12-06 09:45:57,b'RT @DrSaniaMaan: Deen Dayal Upadhyay Ittefaq Yojna:\n\n1) All malfunctioned EVMs voting for BJP.\n\n2) ED raided Mahesh Shah just before he was\xe2\x80\xa6',334,None,21,311
2017-12-06 09:45:53,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,374,638
2017-12-06 09:45:44,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,1894,4043
2017-12-06 09:45:31,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,13351,627
2017-12-06 09:45:27,"b'@TajinderBagga @nikhildadhich @OfficeOfRG All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more th\xe2\x80\xa6 https://t.co/C2J0kTCXQQ'",0,None,20,111
2017-12-06 09:45:03,"b'Oh look, what a surprise @YouTube have demonetised my latest video AGAIN. Every damned video now! It was garlic bre\xe2\x80\xa6 https://t.co/zNNfv9euBy'",0,None,987,544
2017-12-06 09:44:57,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,329,750
2017-12-06 09:44:56,b'When he is attacking \xf0\x9f\x91\x87\nUnemployment\nPrice Rise\nGST\nDemonetisation\nRising Fuel Price\nIncrease in Crime\nFall in Manuf\xe2\x80\xa6 https://t.co/2L1s5EOppC',0,None,698,1765
2017-12-06 09:44:45,b'20. ignored their difficulties after demonetisation and GST. Rajkot Market Yard has long been lobbying with Rupani\xe2\x80\xa6 https://t.co/wZW2G0VGGA',26,None,2674,998
2017-12-06 09:44:40,"b'@i_me_my5elf I reckon, he is Professionally, Politically and Logically applying his weak Mind all along...\nDon\xe2\x80\x99t we\xe2\x80\xa6 https://t.co/C6hyxJhHsO'",0,None,51,196
2017-12-06 09:44:12,"b'@narendramodi All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployme\xe2\x80\xa6 https://t.co/9LaxjKMekh'",0,None,20,111
2017-12-06 09:43:39,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,834,996
2017-12-06 09:43:00,b'@ashu3page @iyer_sk where are the supporters of demonetisation who said interest rates will come down as banks are\xe2\x80\xa6 https://t.co/MHvSRluqQ3',0,None,723,304
2017-12-06 09:42:44,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,69,160
2017-12-06 09:42:40,b'RT @ashokgehlot51: The sloppy implementation of #GST and #DeMonetisation has dealt a twin blow to the already suffering job market in #Guja\xe2\x80\xa6',221,GST,12678,933
2017-12-06 09:42:34,b'@HardikPatel_ When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen\xe2\x80\xa6 https://t.co/d1EsdNhzL2',5,None,524,181
2017-12-06 09:42:33,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,435,1094
2017-12-06 09:42:25,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,697,1920
2017-12-06 09:42:11,b'RT @DrSaniaMaan: Deen Dayal Upadhyay Ittefaq Yojna:\n\n1) All malfunctioned EVMs voting for BJP.\n\n2) ED raided Mahesh Shah just before he was\xe2\x80\xa6',334,None,255,86
2017-12-06 09:42:01,"b'RT @TathagatINC: Modi ji spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi\xe2\x80\xa6'",12,None,13,116
2017-12-06 09:41:41,"b""@M_Lekhi @samirpaleja Meenakshi if you are so high on moral, reply me on India's hypocrite PM Modi who opposed ever\xe2\x80\xa6 https://t.co/kIOOk2olo4""",1,None,4350,1979
2017-12-06 09:40:04,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,4404,1473
2017-12-06 09:39:37,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,1558,2888
2017-12-06 09:39:23,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",213,None,3811,304
2017-12-06 09:39:22,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,2391,582
2017-12-06 09:38:47,"b'All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\xe2\x80\xa6 https://t.co/qV8Jyo6WkL'",213,None,50555,662
2017-12-06 09:36:49,b'@AryanPaladin @melwynlopes @taslimanasreen When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nW\xe2\x80\xa6 https://t.co/0UPdmzyb8q',0,None,88,411
2017-12-06 09:36:47,b'@thetanmay shows how to use #popularity - #TDH #Digital #News #StreamingMedia\nhttps://t.co/SIXlVDlPTB',0,popularity,15112,91
2017-12-06 09:36:35,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,88,411
2017-12-06 09:35:56,"b'@CNNnews18 After demonetisation the growth was aprox 2.5, year gone, modi sarkar projecting growth of 6.3 via new f\xe2\x80\xa6 https://t.co/g8m4JrIrb3'",0,None,18330,2310
2017-12-06 09:34:16,b'RT @thewire_in: Why the current rate of economic growth is a flawed indicator of ground realities https://t.co/HsqEsw9Icv https://t.co/IUde\xe2\x80\xa6',17,None,1613,884
2017-12-06 09:33:32,"b'RT @TathagatINC: Modi ji spent two percent of India\'s GDP in implementing demonetisation, now he wants to celebrate it too,"" Rahul Gandhi\xe2\x80\xa6'",12,None,566,344
2017-12-06 09:33:15,b'RT @thewire_in: Why the current rate of economic growth is a flawed indicator of ground realities https://t.co/HsqEsw9Icv https://t.co/IUde\xe2\x80\xa6',17,None,327,121
2017-12-06 09:32:56,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,8243,1041
2017-12-06 09:32:44,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,1504,91
2017-12-06 09:32:43,b'RT @rtamayo2004: The sexiest thriller you will read this year.  #Supernatural #readytoplay #Demonetisation @Solsticepublish https://t.co/ev\xe2\x80\xa6',37,Supernatural,22812,21495
2017-12-06 09:32:41,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,1326,393
2017-12-06 09:32:15,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,3045,1592
2017-12-06 09:32:08,b'When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhe\xe2\x80\xa6 https://t.co/ncPPhoLLOG',0,None,82,418
2017-12-06 09:31:23,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,173,364
2017-12-06 09:31:22,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,296,948
2017-12-06 09:31:18,b'RT @thewire_in: Why the current rate of economic growth is a flawed indicator of ground realities https://t.co/HsqEsw9Icv https://t.co/IUde\xe2\x80\xa6',17,None,791,152
2017-12-06 09:30:37,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,463781,1712
2017-12-06 09:30:21,b'RT @DrSaniaMaan: Deen Dayal Upadhyay Ittefaq Yojna:\n\n1) All malfunctioned EVMs voting for BJP.\n\n2) ED raided Mahesh Shah just before he was\xe2\x80\xa6',334,None,76,66
